,id,bAMI,sAMI,eAMI,tAMI
0,668220.0,0.16666666666666666,0.6666666666666666,1.1666666666666667,0.6666666666666666
1,668225.0,1.5,2.6666666666666665,0.6666666666666666,1.611111111111111
2,668237.0,1.6666666666666667,2.0,1.0,1.5555555555555556
3,668239.0,3.1666666666666665,3.1666666666666665,1.0,2.444444444444444
4,668240.0,2.6666666666666665,2.5,1.3333333333333333,2.1666666666666665
5,668244.0,2.0,2.0,1.8333333333333333,1.9444444444444444
6,668245.0,2.0,2.6666666666666665,1.0,1.8888888888888886
7,668246.0,3.0,2.6666666666666665,0.3333333333333333,1.9999999999999998
8,668249.0,2.8333333333333335,1.8333333333333333,0.6666666666666666,1.777777777777778
9,668251.0,1.0,1.5,0.3333333333333333,0.9444444444444445
10,668253.0,0.5,1.3333333333333333,0.8333333333333334,0.8888888888888888
11,668254.0,3.1666666666666665,1.1666666666666667,1.0,1.7777777777777777
12,668262.0,0.8333333333333334,2.3333333333333335,1.3333333333333333,1.5
13,668263.0,2.8333333333333335,2.6666666666666665,1.8333333333333333,2.444444444444444
14,668267.0,2.8333333333333335,3.0,1.3333333333333333,2.388888888888889
15,668270.0,0.8333333333333334,1.8333333333333333,0.8333333333333334,1.1666666666666667
16,668274.0,1.3333333333333333,2.0,1.3333333333333333,1.5555555555555554
17,668370.0,1.5,1.3333333333333333,1.1666666666666667,1.3333333333333333
18,672044.0,2.5,2.8333333333333335,1.1666666666666667,2.166666666666667
19,672045.0,2.1666666666666665,1.8333333333333333,1.3333333333333333,1.7777777777777777
20,672046.0,1.0,0.8333333333333334,0.3333333333333333,0.7222222222222223
21,672581.0,3.5,2.1666666666666665,1.5,2.388888888888889
22,672582.0,1.8333333333333333,2.5,1.8333333333333333,2.0555555555555554
23,672585.0,1.1666666666666667,1.5,1.0,1.2222222222222223
24,672586.0,1.0,2.1666666666666665,0.5,1.222222222222222
25,672587.0,1.0,2.0,0.6666666666666666,1.222222222222222
26,672588.0,2.5,2.8333333333333335,1.0,2.111111111111111
27,672590.0,1.8333333333333333,1.3333333333333333,0.16666666666666666,1.111111111111111
28,672592.0,3.8333333333333335,2.1666666666666665,1.8333333333333333,2.611111111111111
29,672593.0,1.1666666666666667,2.0,1.0,1.388888888888889
30,672594.0,1.1666666666666667,2.8333333333333335,0.5,1.5
31,672595.0,1.1666666666666667,3.1666666666666665,1.5,1.9444444444444444
32,672596.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
33,672611.0,2.0,1.8333333333333333,0.6666666666666666,1.5
34,672614.0,1.8333333333333333,1.6666666666666667,2.1666666666666665,1.8888888888888886
35,672655.0,1.3333333333333333,0.8333333333333334,1.5,1.222222222222222
36,674197.0,1.3333333333333333,0.8333333333333334,0.16666666666666666,0.7777777777777777
37,675515.0,1.0,1.6666666666666667,1.0,1.2222222222222223
38,675528.0,1.3333333333333333,1.0,0.3333333333333333,0.8888888888888888
39,675577.0,1.0,2.5,1.0,1.5
40,675579.0,1.6666666666666667,2.1666666666666665,1.5,1.7777777777777777
41,675592.0,2.0,3.3333333333333335,1.6666666666666667,2.3333333333333335
42,675610.0,1.3333333333333333,2.1666666666666665,1.5,1.6666666666666667
43,675625.0,1.3333333333333333,1.6666666666666667,1.1666666666666667,1.388888888888889
44,675631.0,1.5,2.6666666666666665,0.0,1.3888888888888886
45,675635.0,1.6666666666666667,3.0,1.5,2.055555555555556
46,675636.0,0.8333333333333334,1.5,0.8333333333333334,1.0555555555555556
47,675643.0,1.6666666666666667,0.8333333333333334,1.8333333333333333,1.4444444444444444
48,675654.0,1.8333333333333333,2.3333333333333335,1.3333333333333333,1.8333333333333333
49,675662.0,1.1666666666666667,1.6666666666666667,1.0,1.277777777777778
50,675664.0,2.1666666666666665,2.0,1.6666666666666667,1.9444444444444444
51,675665.0,1.6666666666666667,1.8333333333333333,0.6666666666666666,1.388888888888889
52,675669.0,1.1666666666666667,1.8333333333333333,0.6666666666666666,1.222222222222222
53,675670.0,2.5,2.5,0.0,1.6666666666666667
54,675690.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333
55,675732.0,2.3333333333333335,2.6666666666666665,2.0,2.3333333333333335
56,676774.0,1.1666666666666667,2.1666666666666665,1.1666666666666667,1.5
57,680108.0,1.3333333333333333,2.0,0.8333333333333334,1.3888888888888886
58,680109.0,1.0,2.0,0.6666666666666666,1.222222222222222
59,680110.0,2.5,3.0,1.1666666666666667,2.2222222222222223
60,680112.0,1.6666666666666667,1.8333333333333333,0.6666666666666666,1.388888888888889
61,680113.0,1.0,1.3333333333333333,0.16666666666666666,0.8333333333333331
62,680115.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.888888888888889
63,680118.0,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334
64,680119.0,2.0,2.1666666666666665,1.1666666666666667,1.7777777777777777
65,680125.0,1.5,1.8333333333333333,1.0,1.4444444444444444
66,680126.0,1.8333333333333333,1.6666666666666667,1.0,1.5
67,680127.0,2.0,3.5,1.3333333333333333,2.2777777777777777
68,680129.0,2.0,2.1666666666666665,0.6666666666666666,1.611111111111111
69,680136.0,3.3333333333333335,2.3333333333333335,0.16666666666666666,1.9444444444444446
70,680155.0,2.0,2.6666666666666665,0.6666666666666666,1.7777777777777777
71,680156.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.27777777777777773
72,680167.0,1.3333333333333333,2.6666666666666665,0.16666666666666666,1.388888888888889
73,680168.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334
74,680171.0,1.0,1.3333333333333333,0.3333333333333333,0.8888888888888888
75,680257.0,1.3333333333333333,3.5,0.5,1.7777777777777777
76,681086.0,1.8333333333333333,2.3333333333333335,0.0,1.388888888888889
77,683238.0,1.3333333333333333,1.6666666666666667,1.1666666666666667,1.388888888888889
78,683239.0,1.5,1.5,1.0,1.3333333333333333
79,683240.0,1.6666666666666667,3.0,1.5,2.055555555555556
80,683241.0,2.0,2.8333333333333335,1.3333333333333333,2.055555555555556
81,683242.0,1.6666666666666667,1.3333333333333333,1.1666666666666667,1.388888888888889
82,683243.0,3.3333333333333335,4.0,2.8333333333333335,3.3888888888888893
83,683244.0,1.5,2.8333333333333335,1.5,1.9444444444444446
84,683245.0,2.3333333333333335,2.8333333333333335,0.3333333333333333,1.8333333333333333
85,683246.0,1.1666666666666667,0.8333333333333334,1.0,1.0
86,683250.0,0.3333333333333333,1.8333333333333333,0.5,0.8888888888888888
87,683251.0,0.3333333333333333,2.1666666666666665,1.0,1.1666666666666667
88,683252.0,0.16666666666666666,1.3333333333333333,1.1666666666666667,0.888888888888889
89,683257.0,0.5,0.3333333333333333,0.8333333333333334,0.5555555555555555
90,683259.0,2.6666666666666665,2.5,0.6666666666666666,1.9444444444444444
91,683264.0,1.5,1.8333333333333333,1.1666666666666667,1.5
92,683265.0,2.0,1.8333333333333333,1.0,1.611111111111111
93,683284.0,1.3333333333333333,1.8333333333333333,2.0,1.722222222222222
94,683302.0,0.5,0.8333333333333334,1.3333333333333333,0.888888888888889
95,683305.0,1.8333333333333333,3.3333333333333335,0.6666666666666666,1.9444444444444446
96,683308.0,2.3333333333333335,2.1666666666666665,0.6666666666666666,1.7222222222222223
97,683358.0,1.1666666666666667,1.5,0.8333333333333334,1.1666666666666667
98,684252.0,1.3333333333333333,2.0,1.3333333333333333,1.5555555555555554
99,684262.0,1.5,1.3333333333333333,1.1666666666666667,1.3333333333333333
